,Title,Genre,Director,Actors,Plot,id,release year
220,Three Colors: Blue,"Drama,Music,Mystery",Krzysztof Kieślowski,"Juliette Binoche,Benoît Régent,Florence Pernel,Charlotte Véry","Julie is haunted by her grief after living through a tragic auto wreck that claimed the life of her composer husband and young daughter. Her initial reaction is to withdraw from her relationships, lock herself in her apartment and suppress her pain. But avoiding human interactions on the bustling streets of Paris proves impossible, and she eventually meets up with Olivier, an old friend who harbors a secret love for her, and who could draw her back to reality.",108,1993-01-10
221,The Visitors,"Fantasy,Comedy",Jean-Marie Poiré,"Jean Reno,Valérie Lemercier,Christian Clavier,Marie-Anne Chazel","This outrageous time-travel comedy follows the misadventures of a wacky medieval knight (Jean Reno) and his faithful servant when they are accidentally transported to contemporary times by a senile sorcerer. Mayhem rules as these 12th-century visitors try adapting to the wildly confusing modern world. To avoid being stuck here for good, however, they soon begin an all-out cosmic assault on their former castle -- now a luxury hotel -- in their quest to return to the past.",11687,1993-01-27
222,Wayne's World 2,"Music,Comedy",Stephen Surjik,"Mike Myers,Dana Carvey,Christopher Walken,Tia Carrere","A message from Jim Morrison in a dream prompts cable access TV stars Wayne and Garth to put on a rock concert, ""Waynestock,"" with Aerosmith as headliners. But amid the preparations, Wayne frets that a record producer is putting the moves on his girlfriend, Cassandra, while Garth handles the advances of mega-babe Honey Hornee.",8873,1993-12-10
223,Dennis the Menace,"Family,Comedy",Nick Castle,"Walter Matthau,Mason Gamble,Joan Plowright,Christopher Lloyd",Mr. Wilson's ever-present annoyance comes in the form of one mischievous kid named Dennis. But he'll need Dennis's tricks to uncover a collection of gold coins that go missing when a shady drifter named Switchblade Sam comes to town.,12139,1993-06-23
224,Homeward Bound: The Incredible Journey,"Adventure,Comedy,Drama,Family",Duwayne Dunham,"Michael J. Fox,Sally Field,Don Ameche,Kim Greist","Remake of the popular Disney classic, this time featuring some well known voices as two dogs and a cat trek across America encountering all sorts of adventures in the quest to be reunited with their owners.",6878,1993-02-03
225,The Good Son,"Drama,Horror,Thriller",Joseph Ruben,"Macaulay Culkin,Elijah Wood,Wendy Crewson,David Morse","A young boy stays with his aunt and uncle, and befriends his cousin who's the same age. But his cousin begins showing increasing signs of psychotic behavior.",9272,1993-09-24
226,The Sandlot,"Comedy,Family",David M. Evans,"Tom Guiry,Mike Vitar,James Earl Jones,Patrick Renna","Scotty Smalls moves to a new neighborhood with his mom and stepdad, and wants to learn to play baseball. The neighborhood baseball guru Rodriquez takes Smalls under his wing. They fall into adventures involving baseball, treehouse sleep-ins, the desirous lifeguard at the local pool, the snooty rival ball team, and the travelling fair.",11528,1993-04-07
227,Free Willy,"Family,Adventure,Drama",Simon Wincer,"Jason James Richter,Lori Petty,August Schellenberg,Michael Madsen","When maladjusted orphan Jesse vandalizes a theme park, he is placed with foster parents and must work at the park to make amends. There he meets Willy, a young Orca whale who has been separated from his family. Sensing kinship, they form a bond and, with the help of kindly whale trainer Rae Lindley, develop a routine of tricks. However, greedy park owner Dial soon catches wind of the duo and makes plans to profit from them.",1634,1993-07-16
228,National Lampoon's Loaded Weapon 1,"Comedy,Crime,Action",Gene Quintano,"Emilio Estevez,Samuel L. Jackson,William Shatner,Tim Curry","An LA detective is murdered because she has microfilm with the recipe to make cocaine cookies. A ""Lethal Weapon"" style cop team tries to find and stop the fiends before they can dope the nation by distributing their wares via the ""Wilderness Girls"" cookie drive.",9644,1993-02-04
229,Dragon Ball Z: Bojack Unbound,"Action,Animation,Science Fiction",Gene Quintano,"Masako Nozawa,Daisuke Gouri,Tesshou Genda,Toshio Furukawa","Mr. Money is holding another World Martial Arts Tournament and Mr. Satan invites everyone in the world to join in. Little does he know that Bojack, an ancient villain who has escaped his prison, is competing. Since Goku is currently dead, it is up to Gohan, Vegeta, and Trunks to defeat Bojack and his henchman.",39105,1993-07-10
230,Short Cuts,"Comedy,Drama",Robert Altman,"Julianne Moore,Andie MacDowell,Tim Robbins,Jack Lemmon","Many loosely connected characters cross paths in this film, based on the stories of Raymond Carver. Waitress Doreen Piggot accidentally runs into a boy with her car. Soon after walking away, the child lapses into a coma. While at the hospital, the boy's grandfather tells his son, Howard, about his past affairs. Meanwhile, a baker starts harassing the family when they fail to pick up the boy's birthday cake.",695,1993-09-05
231,Last Action Hero,"Adventure,Fantasy,Action,Comedy,Family",John McTiernan,"Arnold Schwarzenegger,Austin O'Brien,F. Murray Abraham,Art Carney","Danny is obsessed with a fictional movie character action hero Jack Slater. When a magical ticket transports him into Jack's latest adventure, Danny finds himself in a world where movie magic and reality collide. Now it's up to Danny to save the life of his hero and new friend.",9593,1993-06-18
232,Arizona Dream,"Fantasy,Comedy,Drama,Romance",Emir Kusturica,"Johnny Depp,Jerry Lewis,Faye Dunaway,Lili Taylor","An Innuit hunter races his sled home with a fresh-caught halibut. This fish pervades the entire film, in real and imaginary form. Meanwhile, Axel tags fish in New York as a naturalist's gofer. He's happy there, but a messenger arrives to bring him to Arizona for his uncle's wedding. It's a ruse to get Axel into the family business. In Arizona, Axel meets two odd women: vivacious, needy, and plagued by neuroses and familial discord. He gets romantically involved with one, while the other, rich but depressed, plays accordion tunes to a gaggle of pet turtles",11044,1993-01-06
233,City Hunter,"Action,Adventure,Comedy,Romance",Wong Jing,"Jackie Chan,Joey Wong,Richard Norton,Kumiko Goto","A self-indulgent private investigator winds up on a cruise ship full of rich patrons, gorgeous women, murderous terrorists, and scarce food.",11198,1993-01-16
234,In the Name of the Father,Drama,Jim Sheridan,"Daniel Day-Lewis,Pete Postlethwaite,Emma Thompson,John Lynch","A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence.",7984,1993-12-12
235,The Piano,"Drama,Romance",Jane Campion,"Holly Hunter,Harvey Keitel,Sam Neill,Anna Paquin","After a long voyage from Scotland, pianist Ada McGrath and her young daughter, Flora, are left with all their belongings, including a piano, on a New Zealand beach. Ada, who has been mute since childhood, has been sold into marriage to a local man named Alisdair Stewart. Making little attempt to warm up to Alisdair, Ada soon becomes intrigued by his Maori-friendly acquaintance, George Baines, leading to tense, life-altering conflicts.",713,1993-05-19
236,Nowhere to Run,"Action,Drama,Thriller,Crime",Robert Harmon,"Jean-Claude Van Damme,Rosanna Arquette,Kieran Culkin,Ted Levine",Escaped convict Sam Gillen single-handedly takes on ruthless developers who are determined to evict a widow with two young children.,10413,1993-01-15
237,Naked,"Drama,Comedy",Mike Leigh,"David Thewlis,Lesley Sharp,Katrin Cartlidge,Greg Cruttwell",An unemployed Brit vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.,21450,1993-09-14
238,Léon: The Professional,"Thriller,Crime,Drama",Luc Besson,"Jean Reno,Natalie Portman,Gary Oldman,Danny Aiello","Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",101,1994-09-14
239,The Shawshank Redemption,"Drama,Crime",Frank Darabont,"Tim Robbins,Morgan Freeman,Bob Gunton,Clancy Brown","Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",278,1994-09-23
240,Pulp Fiction,"Thriller,Crime",Quentin Tarantino,"John Travolta,Samuel L. Jackson,Uma Thurman,Bruce Willis","A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",680,1994-09-10
241,The Lion King,"Family,Animation,Drama",Rob Minkoff,"Matthew Broderick,Jonathan Taylor Thomas,James Earl Jones,Jeremy Irons",A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it.,8587,1994-05-07
242,Forrest Gump,"Comedy,Drama,Romance",Robert Zemeckis,"Tom Hanks,Robin Wright,Gary Sinise,Mykelti Williamson","A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",13,1994-07-06
243,The Mask,"Romance,Comedy,Crime,Fantasy",Chuck Russell,"Jim Carrey,Cameron Diaz,Nancy Fish,Tim Bagley","When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.",854,1994-07-29
244,Four Weddings and a Funeral,"Comedy,Drama,Romance",Mike Newell,"Hugh Grant,Andie MacDowell,James Fleet,Simon Callow",Four Weddings and a Funeral is a British comedy about a British man named Charles and an American woman named Carrie who go through numerous weddings before they determine if they are right for one another.,712,1994-03-09
245,Baby's Day Out,"Adventure,Comedy,Family,Crime",Patrick Read Johnson,"Joe Mantegna,Lara Flynn Boyle,Joe Pantoliano,Brian Haley","Baby Bink couldn't ask for more; he has adoring (if somewhat sickly-sweet) parents, he lives in a huge mansion, and he's just about to appear in the social pages of the paper. Unfortunately, not everyone in the world is as nice as Baby Bink's parents; especially the three enterprising kidnapers who pretend to be photographers from the newspaper. Successfully kidnaping Baby Bink, they have a harder time keeping hold of the rascal, who not only keeps one step ahead of them, but seems to be more than a little bit smarter than the three bumbling criminals.",11212,1994-07-01
246,Dumb and Dumber,Comedy,Peter Farrelly,"Jim Carrey,Jeff Daniels,Lauren Holly,Teri Garr","Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",8467,1994-12-16
